Agency,Year,Region,Current Year Jurisdiction total operating budget,Population,Total number of parks,Total number of non-park sites,Total number of FTEs
East Greenbush (Town of),2015,NY,17333504.0,17000.0,,,0
"Fuquay-Varina (Town of) Parks, Recreation and Cultural Resources",2015,NC,21488396.0,21277.0,21,0,22
"Fuquay-Varina (Town of) Parks, Recreation and Cultural Resources",2018,NC,,28987.0,,,
"Fuquay-Varina (Town of) Parks, Recreation and Cultural Resources",2019,NC,27515079.0,28987.0,15,2,27
Rochester (City of) Parks and Recreation,2018,MN,11305926.0,115733.0,120,,114
Rochester (City of) Parks and Recreation,2015,MN,10451527.0,111407.0,102,8,66
Headquarters Marine Corps,2016,VA,,,,,
"Shoreline Parks, Recreation and Cultural Services",2017,WA,48900000.0,55174.0,32,0,31
"Shoreline Parks, Recreation and Cultural Services",2018,WA,49038000.0,55730.0,32,0,31
"Shoreline Parks, Recreation and Cultural Services",2019,WA,5818624.0,55730.0,32,0,38
"Shoreline Parks, Recreation and Cultural Services",2015,WA,45700000.0,55174.0,32,0,27
"Shoreline Parks, Recreation and Cultural Services",2020,WA,7364027.0,57027.0,36,0,11
"Shoreline Parks, Recreation and Cultural Services",2021,WA,56318617.0,56980.0,36,0,34
"Shoreline Parks, Recreation and Cultural Services",2022,WA,57708833.0,57918.0,37,0,34
Goodlettsville Parks and Receration,2015,TN,1866319.0,16991.0,,,0
Goodlettsville Parks and Receration,2019,TN,1955503.0,16991.0,,,0
Goodlettsville Parks and Receration,2018,TN,1894461.0,16991.0,,,0
Sarasota (City of) Parks and Recreation,2019,,,,,,
Henry County Memorial Park,2015,IN,346000.0,48985.0,1,0,7
Bartlesville (City of),2015,OK,90103584.0,36498.0,16,8,10
Bartlesville (City of),2017,OK,97228882.0,36498.0,16,8,18
Fort Knox FMWR,2016,KY,22567898.0,110272.0,6,26,380
Fort Knox FMWR,2020,KY,22567898.0,110272.0,6,26,380
Fort Knox FMWR,2022,KY,22678898.0,110.0,6,26,379
Daly City (City of),2015,CA,69000000.0,105000.0,27,15,11
Scappoose (City of ),2016,OR,,,,,
University Heights (City of),2015,OH,18803045.0,13539.0,3,1,0
WA Recreation and Conservation Office,2015,WA,4000000.0,8000000.0,,,0
Philadelphia Parks and Recreation,2015,PA,57711883.0,1567442.0,,,
Oregon Park District,2016,IL,3900000.0,6800.0,12,2,43
Clinton County Regional Planning Commission,2019,OH,350000.0,12400.0,7,1,4
San Franciscans for Sports and Recreation,2015,CA,8920000000.0,800000.0,,,0
Cayuga County,2015,NY,140600000.0,80026.0,,,0
Cullman City Parks and Recreation,2018,AL,37723145.0,15385.0,12,2,79
Cullman City Parks and Recreation,2022,AL,53000000.0,18213.0,21,5,137
Cullman City Parks and Recreation,2020,AL,,16034.0,13,2,50
Whatcom County Parks and Recreation,2015,,,,,,0
Fulshear (City of ) Parks,2015,,,,,,0
Ivor (City of) Park and Recreation department,2015,,,,,,0
Ivor (City of) Park and Recreation department,2016,,,,,,0
Ivor (City of) Park and Recreation department,2017,,,,,,
Jurupa Area Recreation and Park District,2015,CA,4000000.0,110000.0,,,0
Evanston Parks and Recreation District,2015,WY,3028366.0,12000.0,26,20,68
Evanston Parks and Recreation District,2020,WY,3423890.0,11704.0,32,20,26
West Deptford Township,2015,NJ,31954141.0,21677.0,,,0
Office of Planning and Community Development,2017,,,,,,
Peekskill (City of) Planning and Development Dept,2016,NY,26000000.0,26000.0,,,0
Lubbock (City of) Parks and Recreation,2016,TX,168800000.0,241322.0,,,
Lubbock (City of) Parks and Recreation,2017,TX,170500000.0,252506.0,,,79
Marin County Parks,2020,CA,13600000.0,250000.0,45,0,127
Bowie (City of),2016,MD,72713700.0,56148.0,,,0
Mobile (City of),2016,AL,200184691.0,195243.0,,,0
Department of Parks and Recreation,2016,,,,,,0
Colleyville Parks Department,2016,TX,1299413.0,24000.0,,,0
Kentucky State Parks,2021,KY,4500000.0,130000.0,39,10,"135,200"
Don Pedro Recreation Agency / TID,2016,CA,2878873.0,1212121.0,3,5,28
Don Pedro Recreation Agency / TID,2017,CA,3216464.0,1212121.0,3,5,28
Don Pedro Recreation Agency / TID,2019,CA,3362375.0,,,,
Don Pedro Recreation Agency / TID,2015,CA,2904799.0,1212121.0,3,5,24
Don Pedro Recreation Agency / TID,2013,CA,2614333.0,1212121.0,3,5,30
Don Pedro Recreation Agency / TID,2014,CA,2857008.0,1212121.0,3,5,27
McCordsville (Town of),2016,IN,,7000.0,1,1,0
SWA Group,2016,,,,,,0
Bryant (City of) Parks and Recreation,2018,AR,13356566.0,20194.0,,,
Bryant (City of) Parks and Recreation,2021,AR,33644250.0,21700.0,10,,29
Sacramento (City of),2020,CA,39127168.0,513624.0,,,705
Sanford,2018,ME,800000.0,21208.0,,,
Sanford,2019,ME,850000.0,21000.0,13,6,6
Sanford,2016,ME,23845109.0,20893.0,14,6,16
Flint (City of)- Planning and Development,2016,MI,314000.0,999000.0,70,65,1
Flint (City of)- Planning and Development,2017,MI,315000.0,99000.0,70,0,0
Richmond Parks and Recreation,2016,IN,,35854.0,,,0
New Bern Parks and Recreation ,2016,NC,122700996.0,30242.0,,,28
Mooresville Recreation Department,2016,NC,9964550.0,35035.0,17,0,68
Belton (City of) - Parks and Recreation,2016,TX,956704.0,20000.0,,,0
Belton (City of) - Parks and Recreation,2020,TX,15629702.0,22885.0,22,5,19
Indiana University SPEA,2016,,,,,,
Michigan City (City of) Department of Parks and Recreation,2016,IN,2817696.0,31479.0,,,0
Michigan City (City of) Department of Parks and Recreation,2015,IN,35973342.0,31479.0,21,10,62
Michigan City (City of) Department of Parks and Recreation,2020,IN,3804822.0,31479.0,21,6,40
Michigan City (City of) Department of Parks and Recreation,2019,IN,3092330.0,31479.0,24,6,49
Michigan City (City of) Department of Parks and Recreation,2021,IN,3171421.0,32075.0,24,6,49
Rock Island Parks and Recreation,2016,IL,6649283.0,38877.0,28,0,26
Rock Island Parks and Recreation,2017,IL,109731000.0,39000.0,26,4,37
Rock Island Parks and Recreation,2019,IL,6200000.0,38000.0,21,2,61
Rock Island Parks and Recreation,2018,IL,6000000.0,39116.0,21,4,63
Black River Falls parks and Recreation,2016,WI,,4300.0,,,0
Montville Township,2016,NJ,300000.0,21528.0,13,30,0
Keller Parks and Recreation,2016,TX,3421959.0,44050.0,18,5,344
Redlands (City of),2019,CA,,,17,7,15
Cottage Grove (Village of),2018,WI,3399323.0,6996.0,10,3,4
Cottage Grove (Village of),2016,WI,3680000.0,6512.0,10,3,4
Cottage Grove (Village of),2017,WI,3399323.0,6996.0,10,3,4
California State University,2016,CA,,25000.0,,,0
"Delaware (City of), Parks and Natural Resources",2016,OH,963700.0,37000.0,22,6,13
"Delaware (City of), Parks and Natural Resources",2017,OH,1900000.0,40000.0,24,2,12
"Delaware (City of), Parks and Natural Resources",2018,OH,1750000.0,40000.0,23,2,17
"Delaware (City of), Parks and Natural Resources",2021,OH,3576734.0,41818.0,23,2,12
Osage Beach (City of),2020,MO,29458473.0,4500.0,2,,7
Osage Beach (City of),2018,MO,21388310.0,4200.0,2,1,5
Osage Beach (City of),2019,MO,35409182.0,4500.0,2,,6
Osage Beach (City of),2016,MO,345911.0,4400.0,2,0,5
Mooresville Park and Recreation District,2016,IN,921000.0,10000.0,,,
Pleasanton (City of) Parks,2016,CA,9999892.0,79510.0,46,11,37
Pleasanton (City of) Parks,2017,CA,6793582.0,82270.0,46,19,35
Pleasanton (City of) Parks,2019,CA,7873730.0,82000.0,46,19,32
Pleasanton (City of) Parks,2015,CA,9999892.0,79510.0,46,11,37
Belton Parks and Recreation,2016,MO,58982518.0,23168.0,,,16
Revere Parks and Recreation,2016,MA,178363473.0,58000.0,17,7,8
Collinsville Area Recreation District,2016,IL,4716800.0,25000.0,9,3,32
Memphis Parks,2016,TN,,655770.0,,,
Memphis Parks,2019,TN,712280283.0,652236.0,162,,445
Memphis Parks,2018,TN,36102205.0,652236.0,162,47,445
Memphis Parks,2020,TN,708694526.0,650618.0,180,,228
Memphis Parks,2021,TN,31668788.0,651400.0,189,,228
Memphis Parks,2022,TN,38949776.0,633104.0,189,,228
Poquoson (City of) Parks and Recreation,2016,VA,34700000.0,12581.0,6,5,6
Mill Creek (City of),2016,WA,630192.0,19900.0,,,
Tallmadge (City of) Parks and Recreation Department,2016,OH,,17537.0,,,38
Tallmadge (City of) Parks and Recreation Department,2017,OH,2350000.0,17537.0,8,5,42
Tallmadge (City of) Parks and Recreation Department,2019,OH,2243000.0,17537.0,8,5,42
Tallmadge (City of) Parks and Recreation Department,2022,OH,37760720.0,17537.0,8,5,42
Tallmadge (City of) Parks and Recreation Department,2020,OH,2243000.0,17537.0,8,5,42
Newton (City of) - Parks and Recreation,2020,NC,901464.0,13300.0,,,
Newton (City of) - Parks and Recreation,2018,NC,1747050.0,13000.0,,,
Newton (City of) - Parks and Recreation,2017,NC,40063200.0,13027.0,7,10,14
Newton (City of) - Parks and Recreation,2016,NC,498550.0,12968.0,,,
Linn County Conservation Board,2016,IA,4102225.0,215000.0,4,24,43
Linn County Conservation Board,2017,IA,4193472.0,221661.0,4,24,45
Linn County Conservation Board,2019,IA,4386000.0,221661.0,4,24,45
"South Bend Venues, Parks and Arts",2019,IN,15903472.0,103000.0,53,30,112
"South Bend Venues, Parks and Arts",2018,IN,15903472.0,103000.0,53,30,112
"South Bend Venues, Parks and Arts",2017,IN,15903472.0,103000.0,53,30,112
"South Bend Venues, Parks and Arts",2016,IN,13500000.0,102000.0,,,
"South Bend Venues, Parks and Arts",2020,IN,14903472.0,103000.0,53,30,103
"South Bend Venues, Parks and Arts",2021,IN,14903472.0,103000.0,53,30,103
"South Bend Venues, Parks and Arts",2022,IN,14903472.0,103000.0,53,30,103
"South Bend Venues, Parks and Arts",2023,IN,16503472.0,103000.0,53,30,103
Pinal County Open Space and Trails,2022,AZ,0.0,494755.0,9,1,7
Pinal County Open Space and Trails,2021,AZ,5703000.0,494755.0,9,1,7
Pinal County Open Space and Trails,2020,AZ,406072063.0,430237.0,8,0,2
Pinal County Open Space and Trails,2017,AZ,352597000.0,428000.0,7,0,1
Pinal County Open Space and Trails,2018,AZ,406072063.0,430237.0,7,0,2
Pinal County Open Space and Trails,2019,AZ,406072063.0,430237.0,8,0,2
Harker Heights Parks and Recreation,2021,TX,2440700.0,34000.0,7,,37
Marshalltown Parks and Recreation,2016,IA,24480551.0,27552.0,19,25,15
Delta (City of) Parks and Recreation,2016,CO,2662311.0,,,,
Kingsport Parks and Recreation,2017,TN,2077600.0,53558.0,28,2,18
Kingsport Parks and Recreation,2013,TN,,,1,0,
Kingsport Parks and Recreation,2020,TN,2344962.0,54076.0,28,2,18
Kingsport Parks and Recreation,2019,TN,2300373.0,54076.0,28,2,18
Kingsport Parks and Recreation,2022,TN,2241040.0,55442.0,28,2,19
Salt Lake City Public Services,2016,UT,,190884.0,,,
New Orleans Recreation Development Commission,2016,LA,504348535.0,,135,0,198
New Orleans Recreation Development Commission,2017,LA,406364110.0,,136,0,297
New Orleans Recreation Development Commission,2015,LA,504348535.0,378715.0,135,0,198
"Little Chute (Village of) Parks, Recreation, and Forestry Department",2018,WI,4209151.0,11000.0,12,1,10
Clay County Parks and Recreation,2016,FL,1679987.0,205321.0,,,9
Clay County Parks and Recreation,2022,FL,7000000.0,260000.0,,,
Clay County Parks and Recreation,2020,FL,,218000.0,,,614
"Salem Department of Parks, Recreation, and Community Services",2016,MA,150952820.0,42544.0,,,
Dubai Municipality,2016,,158627568.0,2657000.0,,,
Burlington Tw,2016,NJ,10000000.0,23000.0,,,
Big Foot Recreation District,2016,WI,584900.0,9660.0,0,0,5
Big Foot Recreation District,2017,WI,,,,,
Big Foot Recreation District,2018,WI,770000.0,10000.0,0,0,6
Missouri City Parks and Recreation,2018,TX,3574843.0,67358.0,20,,19
Missouri City Parks and Recreation,2019,TX,2621831.0,73626.0,37,85,29
Missouri City Parks and Recreation,2016,TX,2726171.0,73626.0,37,85,29
Missouri City Parks and Recreation,2020,TX,90593828.0,73626.0,37,85,31
Missouri City Parks and Recreation,2021,TX,90593828.0,74259.0,37,85,31
Missouri City Parks and Recreation,2022,TX,89081331.0,74259.0,37,8,31
Absecon City Planning Board,2016,NJ,,8400.0,,,
Oberlin (City of) Recreation,2016,OH,296337.0,8350.0,,,
Mammoth Lakes (Town of),2016,CA,17000000.0,8500.0,6,0,11
Wayne County Parks,2016,MI,10877930.0,,,,
Brighton (City of),2016,CO,1600000.0,38000.0,,,
White Settlement (City of) PARD,2016,TX,9790238.0,16980.0,18,5,13
White Settlement (City of) PARD,2017,TX,24795703.0,16980.0,18,5,9
White Settlement (City of) PARD,2018,TX,25990472.0,16980.0,18,5,9
Chino Valley Parks and Rec,2016,AZ,292000.0,11137.0,8,2,4
"Maitland, F Parks and Recreation",2016,FL,23922743.0,17598.0,25,11,9
"Maitland, F Parks and Recreation",2017,FL,24328187.0,17598.0,25,5,11
"Maitland, F Parks and Recreation",2018,FL,24328187.0,17598.0,25,5,11
"Maitland, F Parks and Recreation",2019,FL,27009045.0,21096.0,44,0,12
Haywood County Recreation and Parks,2018,NC,82920167.0,61084.0,1,59,3
Haywood County Recreation and Parks,2016,NC,78878608.0,60631.0,1,59,3
Rock Springs (City of),2016,WY,37068729.0,23926.0,26,0,
Transylvania County Parks and Recreation,2016,NC,1880272.0,34156.0,9,0,8
South Burlington Recreation and Parks,2016,VT,21153145.0,18612.0,10,1,10
South Burlington Recreation and Parks,2017,VT,22934609.0,18612.0,10,1,10
South Burlington Recreation and Parks,2018,VT,24353500.0,18612.0,10,,8
South Burlington Recreation and Parks,2021,VT,26293221.0,20292.0,10,,5
South Burlington Recreation and Parks,2020,VT,26599754.0,18612.0,10,,8
San Marino Recreation Dep (City of),2016,CA,,,,,
Cedar Hill (City of),2017,TX,5721970.0,48500.0,30,0,77
Cedar Hill (City of),2018,TX,3000000.0,49000.0,,,
Cedar Hill (City of),2020,TX,6317775.0,47930.0,32,0,49
Cedar Hill (City of),2021,TX,6317775.0,47930.0,32,0,49
Cedar Hill (City of),2022,TX,6252239.0,49175.0,33,,52
Elkins Parks and Recreation Commission,2016,WV,250000.0,,6,0,3
Middleburg Heights (City of),2016,OH,3050403.0,15700.0,1,4,28
Wayne (Township of),2020,NJ,80500000.0,55000.0,,,
"Carson City Parks, Recreation and Open Space Department",2021,NV,183001723.0,57295.0,18,29,58
"Carson City Parks, Recreation and Open Space Department",2022,NV,194572835.0,58993.0,29,61,63
"Carson City Parks, Recreation and Open Space Department",2016,NV,167078000.0,55274.0,38,20,31
"Carson City Parks, Recreation and Open Space Department",2019,NV,,55274.0,38,20,31
Mississauga (City of),2016,,,,,,
Hanover County Parks and Recreation,2016,VA,3700000.0,105000.0,,,
Hanover County Parks and Recreation,2018,VA,3800000.0,110000.0,12,25,35
Hanover County Parks and Recreation,2021,VA,3800000.0,106000.0,,,
Hanover County Parks and Recreation,2020,VA,3850000.0,110000.0,12,25,36
Kennewick Parks and Recreation Department,2016,WA,,,,,
Trenton Parks and Recreation,2016,MI,,18500.0,,,
Trenton Parks and Recreation,2019,MI,21518833.0,18255.0,,,
Fairview Heights (City of),2016,IL,32600000.0,16827.0,,,
"Greenwood Village Parks, Trails and Recreation",2016,CO,43936000.0,14600.0,,,
Bourbonnais Township Park District,2016,IL,4882327.0,39646.0,3,2,42
Bourbonnais Township Park District,2018,IL,3220681.0,39257.0,,,
Thibodaux (City of),2016,LA,251000.0,18000.0,,,
Brant (County of),2016,NS,4402432.0,36000.0,48,40,63
Plymouth Recreation Dep,2016,MA,2860000.0,58000.0,30,0,56
Pleasant Hill (City of),2018,MO,500000.0,8545.0,11,24,5
Pleasant Hill (City of),2020,MO,632483.0,8545.0,11,24,7
East Pennsboro Township,2016,PA,569000.0,21384.0,13,2,13
Frankfort Park District,2016,IL,2680000.0,18446.0,,,
Frankfort Park District,2017,IL,2604059.0,17800.0,,,
Frankfort Park District,2020,IL,1900000.0,19500.0,19,3,48
Frankfort Park District,2021,IL,1900000.0,19500.0,19,3,48
"New Haven Parks, Recreation and Trees",2020,CT,15000000.0,130000.0,,,
"New Haven Parks, Recreation and Trees",2016,CT,5866555.0,130741.0,,,
"Weston, MA - Recreation Department",2016,MA,1650000.0,11500.0,8,1,14
"Weston, MA - Recreation Department",2017,MA,1690000.0,11500.0,10,2,17
"Weston, MA - Recreation Department",2018,MA,1720000.0,11500.0,10,,14
"Weston, MA - Recreation Department",2019,MA,1900000.0,11500.0,11,0,10
"Weston, MA - Recreation Department",2020,MA,85000000.0,11500.0,,,
"Weston, MA - Recreation Department",2021,MA,1780000.0,11500.0,12,0,12
"Weston, MA - Recreation Department",2022,MA,1780000.0,11500.0,12,1,12
Jefferson Township Recreation,2018,NJ,,22000.0,,,
Hendricks County Park and Recreation,2016,IN,445000.0,160000.0,3,0,10
Cohasset Recreation Department,2016,MA,124000.0,8000.0,,,
Cohasset Recreation Department,2017,MA,130000.0,8000.0,0,0,2
Warsaw Parks and Recreation Dept,2016,IN,1978882.0,14000.0,18,0,27
Clarksburg (City Parks of),2016,WV,1200000.0,16152.0,,,
Clarksburg (City Parks of),2017,WV,1500000.0,16035.0,,,
Clarksburg (City Parks of),2018,WV,1200000.0,16152.0,,,
Clarksburg (City Parks of),2021,WV,1980000.0,15553.0,15,1,10
Rockville Centre (Village of),2016,NY,1662629.0,25000.0,,,
Providence (City of),2016,RI,12400000.0,198000.0,115,20,88
Marinette Recreation Department,2018,WI,12088500.0,10.0,,,
Bell (City of),2018,CA,,,4,2,7
Bell (City of),2021,CA,45590152.0,35321.0,,,
Bell (City of),2020,CA,48233060.0,35521.0,,,
Walnut (City of),2016,CA,17823279.0,30152.0,,,
Medina County Park District,2016,OH,2380384.0,176.0,,,36
Medina County Park District,2018,OH,5320050.0,172000.0,,,
West Park (City of),2017,FL,1039418.0,14156.0,2,1,8
Spring (Township of),2016,PA,1302450.0,27000.0,15,20,13
Spring (Township of),2018,PA,1323800.0,27300.0,15,36,9
Chesterfield County Parks and Recreation,2018,VA,10972000.0,335687.0,55,78,136
Chesterfield County Parks and Recreation,2019,VA,711908800.0,348556.0,59,64,159
Chesterfield County Parks and Recreation,2016,VA,10972000.0,335687.0,55,78,136
Chesterfield County Parks and Recreation,2020,VA,733497800.0,359342.0,62,76,139
Chesterfield County Parks and Recreation,2022,VA,804045500.0,355000.0,65,76,153
Lewisboro Parks and Recreation Department (Town of),2020,NY,900000.0,12750.0,4,4,7
Lewisboro Parks and Recreation Department (Town of),2016,NY,11505000.0,12500.0,4,5,65
Lewisboro Parks and Recreation Department (Town of),2017,NY,1800000.0,12500.0,,,
Lewisboro Parks and Recreation Department (Town of),2019,NY,1800000.0,12500.0,,,
Torrington Parks and Recreation Department,2016,CT,,,,,
Fraser Parks and Recreation,2016,MI,393728.0,14000.0,9,1,5
Fraser Parks and Recreation,2017,MI,14000000.0,15000.0,,,5
Riverview Recreation Dept,2017,MI,10769574.0,12255.0,13,0,7
Riverview Recreation Dept,2016,MI,14847919.0,12255.0,14,0,13
Ebenezer Park,2016,SC,461184.0,,,,
Gresham Parks and Recreation Dept,2016,OR,1747499.0,109397.0,,,
Shawano (City of),2016,WI,740000.0,10000.0,,,7
Recreation Department/City of Papillion,2016,NE,,,,,
Hampshire Township Park District,2019,,,,,,25
Hampshire Township Park District,2018,IL,,7569.0,4,,
Hampshire Township Park District,2020,IL,1680000.0,7569.0,4,0,25
Hampshire Township Park District,2021,IL,1902301.0,7667.0,4,0,24
Mount Vernon Parks and Recreation,2022,WA,34510612.0,35741.0,25,1,19
Mount Vernon Parks and Recreation,2021,WA,34510612.0,35741.0,25,1,19
Mount Vernon Parks and Recreation,2018,WA,28668184.0,35051.0,26,1,18
Mount Vernon Parks and Recreation,2019,WA,34510612.0,35741.0,25,1,19
Mount Vernon Parks and Recreation,2016,WA,27134352.0,33730.0,,,13
Mount Vernon Parks and Recreation,2017,WA,28668184.0,34590.0,26,1,18
Martin Parks and Recreation,2016,TN,721427.0,11473.0,6,0,17
Maury County Parks and Recreation,2016,TN,28407102.0,87757.0,6,0,13
Maury County Parks and Recreation,2017,TN,120000000.0,89981.0,,,
Pleasant Hill Parks and Recreation,2016,IA,7879165.0,9500.0,8,12,4
Pleasant Hill Parks and Recreation,2020,IA,7910460.0,10019.0,8,23,4
Pleasant Hill Parks and Recreation,2021,IA,9527713.0,10019.0,9,23,4
Pleasant Hill Parks and Recreation,2022,IA,9423210.0,10860.0,9,23,5
Chestnut Ridge Park and Campground,2016,WV,,,,,
Barnstable Recreation Division (Town of),2016,MA,,,,,
Barnstable Recreation Division (Town of),2017,MA,160184435.0,45000.0,,,
Barnstable Recreation Division (Town of),2019,MA,1691813.0,45000.0,,,13
Barnstable Recreation Division (Town of),2018,MA,1558901.0,47000.0,,,
Vashon Park District,2018,WA,1506637.0,10624.0,18,30,16
Vashon Park District,2017,WA,1294173.0,10624.0,18,30,13
Vashon Park District,2016,WA,1276996.0,10624.0,18,30,13
Winchester-Clark C Parks and Recreation,2016,KY,778000.0,36000.0,10,5,16
